,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,PK,PKatt,Saves,CS,Nation,xG,xGA,Venue Num,target
92,2022-06-04,20:45,UEFA Nations League,League A,Sat,Home,D,1,1,Germany,33.0,23754.0,Alessandro Florenzi,4-3-3,Srdjan Stojanovic,Match Report,,11.0,2.0,0,0,3.0,0,Italy,,,1,2.0
106,2022-06-04,20:45,UEFA Nations League,League A,Sat,Away,D,1,1,Italy,67.0,23754.0,Manuel Neuer,4-2-3-1,Srdjan Stojanovic,Match Report,,12.0,4.0,0,0,1.0,0,Germany,,,2,2.0
35,2022-06-05,20:45,UEFA Nations League,League B,Sun,Home,W,4,1,Slovenia,61.0,10925.0,Aleksandar Mitrović,3-4-1-2,Jesús Gil,Match Report,,17.0,7.0,0,0,1.0,0,Serbia,,,1,3.0
81,2022-06-05,19:45,UEFA Nations League,League A,Sun,Home,W,4,0,Switzerland,55.0,42325.0,Cristiano Ronaldo,4-3-3,Orel Grinfeeld,Match Report,,18.0,10.0,0,0,1.0,1,Portugal,,,1,3.0
41,2022-06-05,20:45,UEFA Nations League,League B,Sun,Home,L,1,2,Norway,66.0,42320.0,Emil Forsberg,4-3-3,Anthony Taylor,Match Report,,13.0,3.0,0,0,6.0,0,Sweden,,,1,1.0
87,2022-06-05,19:45,UEFA Nations League,League A,Sun,Away,L,0,4,Portugal,45.0,42325.0,Granit Xhaka,4-2-3-1,Orel Grinfeeld,Match Report,,5.0,1.0,0,0,6.0,0,Switzerland,,,2,1.0
7,2022-06-05,21:45,UEFA Nations League,League C,Sun,Away,W,5,2,Bulgaria,40.0,3600.0,Guram Kashia,3-5-1-1,Fabio Maresca,Match Report,,18.0,7.0,1,2,2.0,0,Georgia,,,2,3.0
73,2022-06-05,20:45,UEFA Nations League,League A,Sun,Away,D,2,2,Czechia,80.0,18245.0,Koke,4-3-3,François Letexier,Match Report,,13.0,5.0,0,0,0.0,0,Spain,,,2,2.0
67,2022-06-06,20:45,UEFA Nations League,League A,Mon,Home,L,1,2,Denmark,55.0,18700.0,David Alaba,4-1-4-1,William Collum,Match Report,,17.0,1.0,0,0,4.0,0,Austria,,,1,1.0
47,2022-06-06,20:45,UEFA Nations League,League A,Mon,Home,D,1,1,France,49.0,33869.0,Luka Modrić,4-1-4-1,Marco Guida,Match Report,,8.0,5.0,1,1,4.0,0,Croatia,,,1,2.0
61,2022-06-06,20:45,UEFA Nations League,League A,Mon,Away,D,1,1,Croatia,51.0,33869.0,Presnel Kimpembe,4-2-3-1,Marco Guida,Match Report,,7.0,5.0,0,0,4.0,0,France,,,2,2.0
24,2022-06-06,18:45,UEFA Nations League,League B,Mon,Away,D,1.0,1.0,Iceland,57.0,4033.0,Etrit Berisha,3-5-2,Craig Pawson,Match Report,,12.0,2.0,0,0,4.0,0,Albania,,,2,2.0
55,2022-06-06,20:45,UEFA Nations League,League A,Mon,Away,W,2,1,Austria,45.0,18700.0,Kasper Schmeichel,4-2-3-1,William Collum,Match Report,,8.0,6.0,0,0,0.0,0,Denmark,,,2,3.0
1,2022-06-06,20:45,UEFA Nations League,League C,Mon,Home,L,0,1,Kazakhstan,75.0,4146.0,Milan Škriniar,4-1-4-1,Kristo Tohver,Match Report,,16.0,1.0,0,0,2.0,0,Slovakia,,,1,1.0
101,2022-06-07,20:45,UEFA Nations League,League A,Tue,Away,L,1,2,Italy,44.0,14942.0,Ádám Szalai,3-4-3,Sandro Schärer,Match Report,,12.0,4.0,0,0,4.0,0,Hungary,,,2,1.0
107,2022-06-07,20:45,UEFA Nations League,League A,Tue,Home,D,1,1,England,63.0,66289.0,Manuel Neuer,3-4-3,Carlos del Cerro,Match Report,,10.0,6.0,0,0,5.0,0,Germany,,,1,2.0
93,2022-06-07,20:45,UEFA Nations League,League A,Tue,Home,W,2,1,Hungary,56.0,14942.0,Gianluigi Donnarumma,4-3-3,Sandro Schärer,Match Report,,17.0,6.0,0,0,4.0,0,Italy,,,1,3.0
29,2022-06-07,20:45,UEFA Nations League,League B,Tue,Away,L,0,1,Bosnia & Herz'na,43.0,4500.0,Vlad Chiricheș,4-3-3,Sascha Stegemann,Match Report,,12.0,3.0,0,0,1.0,0,Romania,,,2,1.0
113,2022-06-07,20:45,UEFA Nations League,League A,Tue,Away,D,1,1,Germany,37.0,66289.0,Harry Kane,4-2-3-1,Carlos del Cerro,Match Report,,15.0,6.0,0,0,5.0,0,England,,,2,2.0
119,2022-06-08,19:45,UEFA Nations League,League A,Wed,Away,W,2,1,Wales,56.0,23395.0,Stefan de Vrij,3-4-3,Glenn Nyberg,Match Report,,8.0,2.0,0,0,2.0,0,Netherlands,,,2,3.0
133,2022-06-08,20:45,UEFA Nations League,League A,Wed,Away,L,1,6,Belgium,34.0,27409.0,Robert Lewandowski,4-2-3-1,Ivan Kružliak,Match Report,,6.0,2.0,0,0,5.0,0,Poland,,,2,1.0
127,2022-06-08,20:45,UEFA Nations League,League A,Wed,Home,W,6,1,Poland,66.0,27409.0,Eden Hazard,3-4-3,Ivan Kružliak,Match Report,,18.0,11.0,0,0,0.0,0,Belgium,,,1,3.0
18,2022-06-08,19:45,UEFA Nations League,League B,Wed,Away,W,1,0,Rep. of Ireland,55.0,40111.0,Serhiy Sydorchuk,3-4-3,Filip Glova,Match Report,,14.0,4.0,0,0,4.0,1,Ukraine,,,2,3.0
12,2022-06-08,19:45,UEFA Nations League,League B,Wed,Home,W,2,0,Armenia,71.0,38627.0,Andrew Robertson,3-4-3,Sebastian Gishamer,Match Report,,27.0,6.0,0,0,3.0,1,Scotland,,,1,3.0
8,2022-06-09,20:45,UEFA Nations League,League C,Thu,Away,W,3,0,N. Macedonia,38.0,10775.0,Guram Kashia,3-5-1-1,Roi Reinshreiber,Match Report,,11.0,6.0,0,0,4.0,1,Georgia,,,2,3.0
42,2022-06-09,20:45,UEFA Nations League,League B,Thu,Home,L,0,1,Serbia,44.0,24123.0,Robin Olsen,4-3-3,Lawrence Visser,Match Report,,11.0,1.0,0,0,3.0,0,Sweden,,,1,1.0
88,2022-06-09,20:45,UEFA Nations League,League A,Thu,Home,L,0,1,Spain,34.0,25875.0,Granit Xhaka,4-3-3,Serdar Gözübüyük,Match Report,,7.0,1.0,0,0,2.0,0,Switzerland,,,1,1.0
36,2022-06-09,20:45,UEFA Nations League,League B,Thu,Away,W,1,0,Sweden,56.0,24123.0,Dušan Tadić,3-4-3,Lawrence Visser,Match Report,,9.0,4.0,0,0,1.0,1,Serbia,,,2,3.0
82,2022-06-09,19:45,UEFA Nations League,League A,Thu,Home,W,2,0,Czechia,63.0,44100.0,Cristiano Ronaldo,4-3-3,Matej Jug,Match Report,,11.0,5.0,0,0,1.0,1,Portugal,,,1,3.0
74,2022-06-09,20:45,UEFA Nations League,League A,Thu,Away,W,1,0,Switzerland,66.0,25875.0,Sergio Busquets,4-3-3,Serdar Gözübüyük,Match Report,,7.0,3.0,0,0,1.0,1,Spain,,,2,3.0
68,2022-06-10,20:45,UEFA Nations League,League A,Fri,Home,D,1,1,France,33.0,44800.0,David Alaba,4-4-2,Anastasios Sidiropoulos,Match Report,,5.0,4.0,0,0,6.0,0,Austria,,,1,2.0
62,2022-06-10,20:45,UEFA Nations League,League A,Fri,Away,D,1,1,Austria,67.0,44800.0,Hugo Lloris,4-4-2,Anastasios Sidiropoulos,Match Report,,15.0,7.0,0,0,3.0,0,France,,,2,2.0
48,2022-06-10,20:45,UEFA Nations League,League A,Fri,Away,W,1,0,Denmark,51.0,35862.0,Marcelo Brozović,4-2-3-1,Bartosz Frankowski,Match Report,,9.0,2.0,0,0,1.0,1,Croatia,,,2,3.0
2,2022-06-10,20:00,UEFA Nations League,League C,Fri,Away,W,1,0,Azerbaijan,60.0,2967.0,Peter Pekarík,4-4-2,Donatas Rumšas,Match Report,,16.0,6.0,0,0,1.0,1,Slovakia,,,2,3.0
25,2022-06-10,20:45,UEFA Nations League,League B,Fri,Home,L,1.0,2.0,Israel,51.0,18100.0,Etrit Berisha,3-5-2,Tiago Martins,Match Report,,10.0,3.0,1,1,4.0,0,Albania,,,1,1.0
56,2022-06-10,20:45,UEFA Nations League,League A,Fri,Home,L,0,1,Croatia,49.0,35862.0,Christian Eriksen,4-3-1-2,Bartosz Frankowski,Match Report,,14.0,1.0,0,0,1.0,0,Denmark,,,1,1.0
134,2022-06-11,20:45,UEFA Nations League,League A,Sat,Away,D,2,2,Netherlands,32.0,39382.0,Grzegorz Krychowiak,4-4-2,Halil Umut Meler,Match Report,,5.0,3.0,0,0,4.0,0,Poland,,,2,2.0
114,2022-06-11,19:45,UEFA Nations League,League A,Sat,Home,D,0,0,Italy,59.0,1782.0,Tammy Abraham,4-2-3-1,Szymon Marciniak,Match Report,,12.0,4.0,0,0,3.0,1,England,,,1,2.0
102,2022-06-11,20:45,UEFA Nations League,League A,Sat,Home,D,1,1,Germany,33.0,55948.0,Ádám Szalai,3-4-3,José Sánchez,Match Report,,11.0,7.0,0,0,0.0,0,Hungary,,,1,2.0
108,2022-06-11,20:45,UEFA Nations League,League A,Sat,Away,D,1,1,Hungary,67.0,55948.0,Manuel Neuer,3-4-3,José Sánchez,Match Report,,6.0,1.0,0,0,6.0,0,Germany,,,2,2.0
128,2022-06-11,19:45,UEFA Nations League,League A,Sat,Away,D,1,1,Wales,64.0,27188.0,Kevin De Bruyne,3-4-3,Benoît Bastien,Match Report,,9.0,4.0,0,0,1.0,0,Belgium,,,2,2.0
19,2022-06-11,16:00,UEFA Nations League,League B,Sat,Home,W,3,0,Armenia,73.0,12503.0,Andriy Pyatov,4-3-3,Daniel Stefański,Match Report,,14.0,8.0,0,0,1.0,1,Ukraine,,,1,3.0
94,2022-06-11,19:45,UEFA Nations League,League A,Sat,Away,D,0,0,England,41.0,1782.0,Gianluigi Donnarumma,4-3-3,Szymon Marciniak,Match Report,,8.0,3.0,0,0,4.0,1,Italy,,,2,2.0
13,2022-06-11,17:00,UEFA Nations League,League B,Sat,Away,L,0,3,Rep. of Ireland,57.0,46927.0,Andrew Robertson,3-4-3,Marco Di Bello,Match Report,,9.0,2.0,0,0,1.0,0,Scotland,,,2,1.0
30,2022-06-11,21:45,UEFA Nations League,League B,Sat,Home,W,1,0,Finland,38.0,11503.0,Vlad Chiricheș,4-2-3-1,Harald Lechner,Match Report,,18.0,5.0,0,1,3.0,1,Romania,,,1,3.0
120,2022-06-11,20:45,UEFA Nations League,League A,Sat,Home,D,2,2,Poland,68.0,39382.0,Memphis,3-5-2,Halil Umut Meler,Match Report,,17.0,6.0,0,1,1.0,0,Netherlands,,,1,2.0
75,2022-06-12,20:45,UEFA Nations League,League A,Sun,Home,W,2,0,Czechia,76.0,30389.0,Koke,4-3-3,Cüneyt Çakιr,Match Report,,9.0,4.0,0,0,2.0,1,Spain,,,1,3.0
37,2022-06-12,20:45,UEFA Nations League,League B,Sun,Away,D,2,2,Slovenia,57.0,13782.0,Dušan Tadić,3-4-3,Maurizio Mariani,Match Report,,14.0,6.0,0,0,3.0,0,Serbia,,,2,2.0
9,2022-06-12,20:00,UEFA Nations League,League C,Sun,Home,D,0,0,Bulgaria,62.0,54200.0,Guram Kashia,4-4-2,Espen Andreas Eskås,Match Report,,16.0,2.0,0,0,1.0,1,Georgia,,,1,2.0
43,2022-06-12,18:00,UEFA Nations League,League B,Sun,Away,L,2,3,Norway,46.0,24273.0,Emil Forsberg,4-3-3,Harm Osmers,Match Report,,14.0,4.0,0,0,2.0,0,Sweden,,,2,1.0
83,2022-06-12,20:45,UEFA Nations League,League A,Sun,Away,L,0,1,Switzerland,58.0,26300.0,Pepe,4-3-3,Fran Jović,Match Report,,20.0,8.0,0,0,1.0,0,Portugal,,,2,1.0
89,2022-06-12,20:45,UEFA Nations League,League A,Sun,Home,W,1,0,Portugal,43.0,26300.0,Granit Xhaka,4-3-3,Fran Jović,Match Report,,5.0,2.0,0,0,8.0,1,Switzerland,,,1,3.0
63,2022-06-13,20:45,UEFA Nations League,League A,Mon,Home,L,0,1,Croatia,54.0,774100.0,Presnel Kimpembe,4-4-2,Orel Grinfeeld,Match Report,,17.0,4.0,0,0,2.0,0,France,,,1,1.0
69,2022-06-13,20:45,UEFA Nations League,League A,Mon,Away,L,0,2,Denmark,47.0,35230.0,Marcel Sabitzer,4-4-2,Alejandro Hernández,Match Report,,9.0,2.0,0,0,4.0,0,Austria,,,2,1.0
49,2022-06-13,20:45,UEFA Nations League,League A,Mon,Away,W,1,0,France,46.0,774100.0,Luka Modrić,4-3-3,Orel Grinfeeld,Match Report,,4.0,3.0,1,1,4.0,1,Croatia,,,2,3.0
3,2022-06-13,20:00,UEFA Nations League,League C,Mon,Away,L,1,2,Kazakhstan,70.0,28745.0,Juraj Kucka,4-4-2,Bram Van Driessche,Match Report,,17.0,5.0,0,0,1.0,0,Slovakia,,,2,1.0
57,2022-06-13,20:45,UEFA Nations League,League A,Mon,Home,W,2,0,Austria,53.0,35230.0,Kasper Schmeichel,4-4-2,Alejandro Hernández,Match Report,,15.0,6.0,0,0,2.0,1,Denmark,,,1,3.0
20,2022-06-14,21:45,UEFA Nations League,League B,Tue,Home,D,1,1,Rep. of Ireland,62.0,10641.0,Andriy Yarmolenko,4-3-3,Ali Palabıyık,Match Report,,9.0,3.0,0,0,2.0,0,Ukraine,,,1,2.0
115,2022-06-14,19:45,UEFA Nations League,League A,Tue,Home,L,0,4,Hungary,69.0,28839.0,Harry Kane,4-3-3,Clément Turpin,Match Report,,10.0,2.0,0,0,1.0,0,England,,,1,1.0
14,2022-06-14,20:00,UEFA Nations League,League B,Tue,Away,W,4,1,Armenia,70.0,13500.0,John McGinn,3-4-3,Nikola Dabanović,Match Report,,14.0,7.0,0,0,3.0,0,Scotland,,,2,3.0
109,2022-06-14,20:45,UEFA Nations League,League A,Tue,Home,W,5,2,Italy,65.0,44144.0,Manuel Neuer,4-2-3-1,István Kovács,Match Report,,17.0,9.0,1,1,4.0,0,Germany,,,1,3.0
31,2022-06-14,21:45,UEFA Nations League,League B,Tue,Home,L,0,3,Montenegro,60.0,11657.0,Vlad Chiricheș,4-3-3,João Pinheiro,Match Report,,7.0,2.0,0,0,2.0,0,Romania,,,1,1.0
121,2022-06-14,20:45,UEFA Nations League,League A,Tue,Home,W,3,2,Wales,60.0,32247.0,Matthijs de Ligt,3-4-3,Horațiu Fesnic,Match Report,,22.0,7.0,0,0,2.0,0,Netherlands,,,1,3.0
95,2022-06-14,20:45,UEFA Nations League,League A,Tue,Away,L,2,5,Germany,35.0,44144.0,Gianluigi Donnarumma,4-3-3,István Kovács,Match Report,,14.0,6.0,0,0,4.0,0,Italy,,,2,1.0
103,2022-06-14,19:45,UEFA Nations League,League A,Tue,Away,W,4,0,England,31.0,28839.0,Ádám Szalai,3-4-3,Clément Turpin,Match Report,,6.0,5.0,0,0,2.0,1,Hungary,,,2,3.0
129,2022-06-14,20:45,UEFA Nations League,League A,Tue,Away,W,1,0,Poland,69.0,58803.0,Eden Hazard,3-4-3,Irfan Peljto,Match Report,,12.0,4.0,0,0,2.0,1,Belgium,,,2,3.0
135,2022-06-14,20:45,UEFA Nations League,League A,Tue,Home,L,0,1,Belgium,31.0,58803.0,Robert Lewandowski,4-4-2,Irfan Peljto,Match Report,,12.0,2.0,0,0,3.0,0,Poland,,,1,1.0
15,2022-09-21,19:45,UEFA Nations League,League B,Wed,Home,W,3,0,Ukraine,49.0,42846.0,John McGinn,5-4-1,Maurizio Mariani,Match Report,,24.0,8.0,0,0,0.0,1,Scotland,,,1,3.0
21,2022-09-21,19:45,UEFA Nations League,League B,Wed,Away,L,0,3,Scotland,51.0,42846.0,Andriy Yarmolenko,4-1-4-1,Maurizio Mariani,Match Report,,3.0,0.0,0,0,5.0,0,Ukraine,,,2,1.0
122,2022-09-22,20:45,UEFA Nations League,League A,Thu,Away,W,2,0,Poland,59.0,56673.0,Virgil van Dijk,3-4-1-2,Alejandro Hernández,Match Report,,10.0,2.0,0,0,2.0,1,Netherlands,,,2,3.0
70,2022-09-22,20:45,UEFA Nations League,League A,Thu,Away,L,0,2,France,40.0,70188.0,David Alaba,4-4-2,Andreas Ekberg,Match Report,,4.0,0.0,0,0,4.0,0,Austria,,,2,1.0
130,2022-09-22,20:45,UEFA Nations League,League A,Thu,Home,W,2,1,Wales,71.0,28463.0,Eden Hazard,3-4-3,Ali Palabıyık,Match Report,,19.0,4.0,0,0,2.0,0,Belgium,,,1,3.0
4,2022-09-22,20:45,UEFA Nations League,League C,Thu,Home,L,1,2,Azerbaijan,59.0,2875.0,Milan Škriniar,4-3-3,William Collum,Match Report,,17.0,6.0,1,1,1.0,0,Slovakia,,,1,1.0
64,2022-09-22,20:45,UEFA Nations League,League A,Thu,Home,W,2,0,Austria,61.0,70188.0,Raphaël Varane,3-4-1-2,Andreas Ekberg,Match Report,,22.0,6.0,0,0,0.0,2,France,,,1,3.0
50,2022-09-22,20:45,UEFA Nations League,League A,Thu,Home,W,2,1,Denmark,49.0,22715.0,Luka Modrić,4-3-3,Davide Massa,Match Report,,12.0,4.0,0,0,3.0,0,Croatia,,,1,3.0
136,2022-09-22,20:45,UEFA Nations League,League A,Thu,Home,L,0,2,Netherlands,42.0,56673.0,Robert Lewandowski,3-4-3,Alejandro Hernández,Match Report,,6.0,2.0,0,0,0.0,0,Poland,,,1,1.0
58,2022-09-22,20:45,UEFA Nations League,League A,Thu,Away,L,1,2,Croatia,51.0,22715.0,Simon Kjær,4-3-3,Davide Massa,Match Report,,7.0,4.0,0,0,2.0,0,Denmark,,,2,1.0
104,2022-09-23,20:45,UEFA Nations League,League A,Fri,Away,W,1,0,Germany,28.0,39513.0,Ádám Szalai,3-4-3,Slavko Vinčič,Match Report,,7.0,3.0,0,0,3.0,1,Hungary,,,2,3.0
110,2022-09-23,20:45,UEFA Nations League,League A,Fri,Home,L,0,1,Hungary,73.0,39513.0,Thomas Müller,4-2-3-1,Slavko Vinčič,Match Report,,10.0,3.0,0,0,2.0,0,Germany,,,1,1.0
10,2022-09-23,20:00,UEFA Nations League,League C,Fri,Home,W,2,0,N. Macedonia,34.0,54200.0,Guram Kashia,3-4-3,Ivan Kružliak,Match Report,,8.0,2.0,0,0,6.0,1,Georgia,,,1,3.0
116,2022-09-23,20:45,UEFA Nations League,League A,Fri,Away,L,0,1,Italy,56.0,50640.0,Harry Kane,4-2-3-1,Jesús Gil,Match Report,,14.0,4.0,0,0,2.0,0,England,,,2,1.0
32,2022-09-23,21:45,UEFA Nations League,League B,Fri,Away,D,1,1,Finland,52.0,20130.0,Răzvan Marin,4-3-3,Carlos del Cerro,Match Report,,16.0,6.0,0,0,0.0,0,Romania,,,2,2.0
96,2022-09-23,20:45,UEFA Nations League,League A,Fri,Home,W,1,0,England,44.0,50640.0,Leonardo Bonucci,3-5-2,Jesús Gil,Match Report,,10.0,3.0,0,0,4.0,1,Italy,,,1,3.0
84,2022-09-24,20:45,UEFA Nations League,League A,Sat,Away,W,4,0,Czechia,56.0,19322.0,Cristiano Ronaldo,4-3-3,Srđan Jovanović,Match Report,,16.0,5.0,0,0,2.0,1,Portugal,,,2,3.0
44,2022-09-24,20:45,UEFA Nations League,League B,Sat,Away,L,1,4,Serbia,47.0,14122.0,Victor Lindelöf,3-4-3,Georgi Kabakov,Match Report,,10.0,4.0,0,0,3.0,0,Sweden,,,2,1.0
76,2022-09-24,20:45,UEFA Nations League,League A,Sat,Home,L,1,2,Switzerland,75.0,31089.0,Sergio Busquets,4-3-3,Clément Turpin,Match Report,,8.0,4.0,0,0,3.0,0,Spain,,,1,1.0
38,2022-09-24,20:45,UEFA Nations League,League B,Sat,Home,W,4,1,Sweden,53.0,14122.0,Dušan Tadić,3-5-2,Georgi Kabakov,Match Report,,14.0,7.0,0,0,3.0,0,Serbia,,,1,3.0
22,2022-09-24,17:00,UEFA Nations League,League B,Sat,Away,W,5,0,Armenia,64.0,7200.0,Serhiy Sydorchuk,3-4-3,João Pinheiro,Match Report,,16.0,7.0,0,0,4.0,1,Ukraine,,,2,3.0
90,2022-09-24,20:45,UEFA Nations League,League A,Sat,Away,W,2,1,Spain,25.0,31089.0,Granit Xhaka,4-2-3-1,Clément Turpin,Match Report,,8.0,5.0,0,0,3.0,0,Switzerland,,,2,3.0
26,2022-09-24,21:45,UEFA Nations League,League B,Sat,Away,L,1.0,2.0,Israel,49.0,29200.0,Elseid Hysaj,3-5-2,Donatas Rumšas,Match Report,,9.0,4.0,0,0,2.0,0,Albania,,,2,1.0
16,2022-09-24,19:45,UEFA Nations League,League B,Sat,Home,W,2,1,Rep. of Ireland,61.0,48853.0,John McGinn,4-2-3-1,Sandro Schärer,Match Report,,14.0,3.0,1,1,3.0,0,Scotland,,,1,3.0
123,2022-09-25,20:45,UEFA Nations League,League A,Sun,Home,W,1,0,Belgium,46.0,52314.0,Virgil van Dijk,3-4-1-2,Anthony Taylor,Match Report,,13.0,5.0,0,0,4.0,1,Netherlands,,,1,3.0
137,2022-09-25,19:45,UEFA Nations League,League A,Sun,Away,W,1,0,Wales,48.0,31520.0,Robert Lewandowski,3-4-3,Andris Treimanis,Match Report,,6.0,3.0,0,0,3.0,1,Poland,,,2,3.0
59,2022-09-25,20:45,UEFA Nations League,League A,Sun,Home,W,2,0,France,48.0,36064.0,Kasper Schmeichel,4-2-3-1,István Kovács,Match Report,,16.0,7.0,0,0,7.0,1,Denmark,,,1,3.0
65,2022-09-25,20:45,UEFA Nations League,League A,Sun,Away,L,0,2,Denmark,53.0,36064.0,Antoine Griezmann,3-4-1-2,István Kovács,Match Report,,17.0,7.0,0,0,5.0,0,France,,,2,1.0
51,2022-09-25,20:45,UEFA Nations League,League A,Sun,Away,W,3,1,Austria,54.0,45700.0,Luka Modrić,4-3-3,Artur Dias,Match Report,,10.0,5.0,0,0,5.0,0,Croatia,,,2,3.0
131,2022-09-25,20:45,UEFA Nations League,League A,Sun,Away,L,0,1,Netherlands,54.0,52314.0,Eden Hazard,3-4-3,Anthony Taylor,Match Report,,11.0,4.0,0,0,4.0,0,Belgium,,,2,1.0
71,2022-09-25,20:45,UEFA Nations League,League A,Sun,Home,L,1,3,Croatia,47.0,45700.0,David Alaba,4-4-2,Artur Dias,Match Report,,18.0,6.0,0,0,2.0,0,Austria,,,1,1.0
5,2022-09-25,19:00,UEFA Nations League,League C,Sun,Home,D,1,1,Belarus,84.0,524.0,Milan Škriniar,4-3-3,Nikola Dabanović,Match Report,,14.0,4.0,0,0,0.0,0,Slovakia,,,1,2.0
97,2022-09-26,20:45,UEFA Nations League,League A,Mon,Away,W,2,0,Hungary,47.0,57300.0,Leonardo Bonucci,,Benoît Bastien,Match Report,,11.0,3.0,0,0,6.0,1,Italy,,,2,3.0
105,2022-09-26,20:45,UEFA Nations League,League A,Mon,Home,L,0,2,Italy,53.0,57300.0,Ádám Szalai,3-4-3,Benoît Bastien,Match Report,,13.0,6.0,0,0,1.0,0,Hungary,,,1,1.0
111,2022-09-26,19:45,UEFA Nations League,League A,Mon,Away,D,3,3,England,59.0,78949.0,Joshua Kimmich,4-2-3-1,Danny Makkelie,Match Report,,10.0,4.0,1,1,5.0,0,Germany,,,2,2.0
33,2022-09-26,21:45,UEFA Nations League,League B,Mon,Home,W,4,1,Bosnia & Herz'na,47.0,12693.0,Nicolae Stanciu,4-2-3-1,Halil Umut Meler,Match Report,,17.0,7.0,0,0,2.0,0,Romania,,,1,3.0
11,2022-09-26,20:45,UEFA Nations League,League C,Mon,Away,W,2,1,Gibraltar,70.0,1199.0,Guram Kashia,3-4-3,Robert Harvey,Match Report,,21.0,9.0,1,1,4.0,0,Georgia,,,2,3.0
117,2022-09-26,19:45,UEFA Nations League,League A,Mon,Home,D,3,3,Germany,41.0,78949.0,Harry Kane,3-4-3,Danny Makkelie,Match Report,,13.0,8.0,1,1,1.0,0,England,,,1,2.0
91,2022-09-27,20:45,UEFA Nations League,League A,Tue,Home,W,2,1,Czechia,53.0,13353.0,Granit Xhaka,4-2-3-1,Irfan Peljto,Match Report,,17.0,3.0,0,0,3.0,0,Switzerland,,,1,3.0
23,2022-09-27,21:45,UEFA Nations League,League B,Tue,Home,D,0,0,Scotland,54.0,13534.0,Andriy Yarmolenko,3-4-3,Anastasios Sidiropoulos,Match Report,,12.0,3.0,0,0,1.0,1,Ukraine,,,1,2.0
39,2022-09-27,20:45,UEFA Nations League,League B,Tue,Away,W,2,0,Norway,53.0,24364.0,Dušan Tadić,3-5-2,Antonio Matéu,Match Report,,8.0,5.0,0,0,3.0,1,Serbia,,,2,3.0
85,2022-09-27,19:45,UEFA Nations League,League A,Tue,Home,L,0,1,Spain,32.0,28196.0,Cristiano Ronaldo,4-3-3,Daniele Orsato,Match Report,,9.0,4.0,0,0,4.0,0,Portugal,,,1,1.0
45,2022-09-27,20:45,UEFA Nations League,League B,Tue,Home,D,1,1,Slovenia,71.0,22895.0,Victor Lindelöf,4-4-2,Felix Zwayer,Match Report,,15.0,6.0,0,0,5.0,0,Sweden,,,1,2.0
27,2022-09-27,20:45,UEFA Nations League,League B,Tue,Home,D,1.0,1.0,Iceland,61.0,8800.0,Sokol Cikalleshi,4-3-3,Ricardo de Burgos,Match Report,,21.0,4.0,0,0,4.0,0,Albania,,,1,2.0
17,2022-09-27,21:45,UEFA Nations League,League B,Tue,Away,D,0,0,Ukraine,46.0,13534.0,John McGinn,5-4-1,Anastasios Sidiropoulos,Match Report,,8.0,1.0,0,0,3.0,1,Scotland,,,2,2.0
77,2022-09-27,19:45,UEFA Nations League,League A,Tue,Away,W,1,0,Portugal,68.0,28196.0,Koke,4-3-3,Daniele Orsato,Match Report,,10.0,5.0,0,0,4.0,1,Spain,,,2,3.0
259,2022-11-21,16:00,World Cup,Group stage,Mon,Neutral,W,6,2,IR Iran,77.0,45334.0,Harry Kane,4-2-3-1,Raphael Claus,Match Report,,13.0,7.0,0,0,1.0,0,England,2.1,1.4,3,3.0
242,2022-11-21,19:00,World Cup,Group stage,Mon,Neutral,W,2,0,Senegal,54.0,41721.0,Virgil van Dijk,3-4-1-2,Wilton Sampaio,Match Report,,10.0,3.0,0,0,4.0,1,Netherlands,0.7,0.9,3,3.0
29,2022-11-21,16:00,World Cup,Group stage,Mon,Neutral,W,6,2,IR Iran,77.0,45334.0,Harry Kane,4-2-3-1,Raphael Claus,Match Report,,13.0,7.0,0,0,1.0,0,England,2.1,1.4,3,3.0
12,2022-11-21,19:00,World Cup,Group stage,Mon,Neutral,W,2,0,Senegal,54.0,41721.0,Virgil van Dijk,3-4-1-2,Wilton Sampaio,Match Report,,10.0,3.0,0,0,4.0,1,Netherlands,0.7,0.9,3,3.0
203,2022-11-22,22:00,World Cup,Group stage,Tue,Neutral,W,4,1,Australia,62.0,40875.0,Hugo Lloris,4-2-3-1,Victor Gomes,Match Report,,23.0,6.0,0,0,0.0,0,France,4.0,0.5,3,3.0
323,2022-11-22,19:00,World Cup,Group stage,Tue,Neutral,D,0.0,0.0,Mexico,40.0,39369.0,Robert Lewandowski,4-1-4-1,Chris Beath,Match Report,,5.0,1.0,0,1,4.0,1,Poland,0.9,0.7,3,2.0
48,2022-11-22,19:00,World Cup,Group stage,Tue,Neutral,D,0.0,0.0,Mexico,40.0,39369.0,Robert Lewandowski,4-1-4-1,Chris Beath,Match Report,,5.0,1.0,0,1,4.0,1,Poland,0.9,0.7,3,2.0
81,2022-11-22,16:00,World Cup,Group stage,Tue,Neutral,D,0,0,Tunisia,61.0,42925.0,Simon Kjær,3-5-2,César Arturo Ramos,Match Report,,11.0,5.0,0,0,1.0,1,Denmark,1.4,0.9,3,2.0
